image_key,split,image_id,stem,file_name,image_path,width,height,image_area,n_objects,n_edges,pairwise_truncated,class_entropy,total_bbox_area,image_area_density,graph_score_raw_sum,graph_score_mean,graph_score,S_iou,S_prox,S_scale,S_direction,relation_entropy,relation_counts
test:sequence-20250205-112323-318569-94f5a2-1217200f5784c0e7de80be566b38f1aec636c63d8c2df01934d35c03360fb4e4-39,test,sequence-20250205-112323-318569-94f5a2-1217200f5784c0e7de80be566b38f1aec636c63d8c2df01934d35c03360fb4e4-39,sequence-20250205-112323-318569-94f5a2-1217200f5784c0e7de80be566b38f1aec636c63d8c2df01934d35c03360fb4e4-39,sequence-20250205-112323-318569-94f5a2-1217200f5784c0e7de80be566b38f1aec636c63d8c2df01934d35c03360fb4e4-39.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-112323-318569-94f5a2-1217200f5784c0e7de80be566b38f1aec636c63d8c2df01934d35c03360fb4e4-39.npy,256,192,49152,1,0,False,0.0,1858.7091266659518,0.0378155339897858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-124254-867797-985a04-cc1ed491da2dec39a691bb8a21d3c676f879abace6b79b5865e4a2d97b9021a4-21,test,sequence-20250205-124254-867797-985a04-cc1ed491da2dec39a691bb8a21d3c676f879abace6b79b5865e4a2d97b9021a4-21,sequence-20250205-124254-867797-985a04-cc1ed491da2dec39a691bb8a21d3c676f879abace6b79b5865e4a2d97b9021a4-21,sequence-20250205-124254-867797-985a04-cc1ed491da2dec39a691bb8a21d3c676f879abace6b79b5865e4a2d97b9021a4-21.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-124254-867797-985a04-cc1ed491da2dec39a691bb8a21d3c676f879abace6b79b5865e4a2d97b9021a4-21.npy,256,192,49152,1,0,False,0.0,3538.73045909917,0.07199565549925069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-144132-196756-ce3385-a8b461572d38c4eaf3611169b7dd1ab13a3867e6cc6efd98ddb737569532faa0-37,test,sequence-20250205-144132-196756-ce3385-a8b461572d38c4eaf3611169b7dd1ab13a3867e6cc6efd98ddb737569532faa0-37,sequence-20250205-144132-196756-ce3385-a8b461572d38c4eaf3611169b7dd1ab13a3867e6cc6efd98ddb737569532faa0-37,sequence-20250205-144132-196756-ce3385-a8b461572d38c4eaf3611169b7dd1ab13a3867e6cc6efd98ddb737569532faa0-37.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-144132-196756-ce3385-a8b461572d38c4eaf3611169b7dd1ab13a3867e6cc6efd98ddb737569532faa0-37.npy,256,192,49152,1,0,False,0.0,1822.2769040880085,0.03707431852392595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-160651-864764-985a04-10a43b811d3fc5c41dac677161cce6a8c18b1fe154e8081c98d4ebc02360b689-24,test,sequence-20250205-160651-864764-985a04-10a43b811d3fc5c41dac677161cce6a8c18b1fe154e8081c98d4ebc02360b689-24,sequence-20250205-160651-864764-985a04-10a43b811d3fc5c41dac677161cce6a8c18b1fe154e8081c98d4ebc02360b689-24,sequence-20250205-160651-864764-985a04-10a43b811d3fc5c41dac677161cce6a8c18b1fe154e8081c98d4ebc02360b689-24.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-160651-864764-985a04-10a43b811d3fc5c41dac677161cce6a8c18b1fe154e8081c98d4ebc02360b689-24.npy,256,192,49152,1,0,False,0.0,3381.4136929671513,0.0687950376987132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-161550-305006-94f5a2-430db039b4acb6a372d0aacd1767ab0b02d572946afc82321c2eb20855f09d5f-26,test,sequence-20250205-161550-305006-94f5a2-430db039b4acb6a372d0aacd1767ab0b02d572946afc82321c2eb20855f09d5f-26,sequence-20250205-161550-305006-94f5a2-430db039b4acb6a372d0aacd1767ab0b02d572946afc82321c2eb20855f09d5f-26,sequence-20250205-161550-305006-94f5a2-430db039b4acb6a372d0aacd1767ab0b02d572946afc82321c2eb20855f09d5f-26.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-161550-305006-94f5a2-430db039b4acb6a372d0aacd1767ab0b02d572946afc82321c2eb20855f09d5f-26.npy,256,192,49152,1,0,False,0.0,2115.574936357293,0.043041482266383733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-173737-172407-94eaef-81b4af53c280ebc434bc6d9c3a616c072713858fd38444632683e46115697063-36,test,sequence-20250205-173737-172407-94eaef-81b4af53c280ebc434bc6d9c3a616c072713858fd38444632683e46115697063-36,sequence-20250205-173737-172407-94eaef-81b4af53c280ebc434bc6d9c3a616c072713858fd38444632683e46115697063-36,sequence-20250205-173737-172407-94eaef-81b4af53c280ebc434bc6d9c3a616c072713858fd38444632683e46115697063-36.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-173737-172407-94eaef-81b4af53c280ebc434bc6d9c3a616c072713858fd38444632683e46115697063-36.npy,256,192,49152,1,0,False,0.0,2926.5854710198764,0.059541533834226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-25,test,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-25,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-25,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-25.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-25.npy,256,192,49152,1,0,False,0.0,2706.896493371576,0.05507195014183708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-26,test,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-26,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-26,sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-26.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-173819-263283-985a04-cec7a411a2c126b7f975a56ddde55c41d29ddd8f020634e3d94203c423f6b888-26.npy,256,192,49152,1,0,False,0.0,2606.6413191729225,0.053032253401141816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250205-175215-985332-9852f3-f54f466930529f02664f9bc6c6b060b36ae26ad56fe4c495b0ccbdb69e460f13-59,test,sequence-20250205-175215-985332-9852f3-f54f466930529f02664f9bc6c6b060b36ae26ad56fe4c495b0ccbdb69e460f13-59,sequence-20250205-175215-985332-9852f3-f54f466930529f02664f9bc6c6b060b36ae26ad56fe4c495b0ccbdb69e460f13-59,sequence-20250205-175215-985332-9852f3-f54f466930529f02664f9bc6c6b060b36ae26ad56fe4c495b0ccbdb69e460f13-59.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250205-175215-985332-9852f3-f54f466930529f02664f9bc6c6b060b36ae26ad56fe4c495b0ccbdb69e460f13-59.npy,256,192,49152,1,0,False,0.0,2245.8069502377184,0.04569105937169837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250206-114223-234523-985a04-097cb850a0d47feb2d86c9609a73714ba733265b484d48f8eafa1a9dc52878a0-26,test,sequence-20250206-114223-234523-985a04-097cb850a0d47feb2d86c9609a73714ba733265b484d48f8eafa1a9dc52878a0-26,sequence-20250206-114223-234523-985a04-097cb850a0d47feb2d86c9609a73714ba733265b484d48f8eafa1a9dc52878a0-26,sequence-20250206-114223-234523-985a04-097cb850a0d47feb2d86c9609a73714ba733265b484d48f8eafa1a9dc52878a0-26.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250206-114223-234523-985a04-097cb850a0d47feb2d86c9609a73714ba733265b484d48f8eafa1a9dc52878a0-26.npy,256,192,49152,1,0,False,0.0,3980.3807767156977,0.08098105421377966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250206-121849-186209-94eaef-21433ad8824288ab9d02dceb8e8f0d6419c049cba7ff1ba5bd8f38c0ad05ea65-53,test,sequence-20250206-121849-186209-94eaef-21433ad8824288ab9d02dceb8e8f0d6419c049cba7ff1ba5bd8f38c0ad05ea65-53,sequence-20250206-121849-186209-94eaef-21433ad8824288ab9d02dceb8e8f0d6419c049cba7ff1ba5bd8f38c0ad05ea65-53,sequence-20250206-121849-186209-94eaef-21433ad8824288ab9d02dceb8e8f0d6419c049cba7ff1ba5bd8f38c0ad05ea65-53.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250206-121849-186209-94eaef-21433ad8824288ab9d02dceb8e8f0d6419c049cba7ff1ba5bd8f38c0ad05ea65-53.npy,256,192,49152,1,0,False,0.0,2683.8607309965123,0.05460328635653711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250206-163330-930819-9834f0-01df6af1431b42cb842cf5871e4f26ed5c7ac801dff93cf0931d37326089e082-31,test,sequence-20250206-163330-930819-9834f0-01df6af1431b42cb842cf5871e4f26ed5c7ac801dff93cf0931d37326089e082-31,sequence-20250206-163330-930819-9834f0-01df6af1431b42cb842cf5871e4f26ed5c7ac801dff93cf0931d37326089e082-31,sequence-20250206-163330-930819-9834f0-01df6af1431b42cb842cf5871e4f26ed5c7ac801dff93cf0931d37326089e082-31.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250206-163330-930819-9834f0-01df6af1431b42cb842cf5871e4f26ed5c7ac801dff93cf0931d37326089e082-31.npy,256,192,49152,1,0,False,0.0,1814.2844799543964,0.036911712238655525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250206-164505-066450-94f5a2-ac095f1bce079b92f9bd3b4264046ec6d5444170b87a372c270dc34c072cc90e-50,test,sequence-20250206-164505-066450-94f5a2-ac095f1bce079b92f9bd3b4264046ec6d5444170b87a372c270dc34c072cc90e-50,sequence-20250206-164505-066450-94f5a2-ac095f1bce079b92f9bd3b4264046ec6d5444170b87a372c270dc34c072cc90e-50,sequence-20250206-164505-066450-94f5a2-ac095f1bce079b92f9bd3b4264046ec6d5444170b87a372c270dc34c072cc90e-50.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250206-164505-066450-94f5a2-ac095f1bce079b92f9bd3b4264046ec6d5444170b87a372c270dc34c072cc90e-50.npy,256,192,49152,1,0,False,0.0,2455.260956445127,0.04995241203705092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250207-122615-791814-985a04-f976f4e68e1d8ea5f12d566ad9a52abd5568280a85be090f35c154aa9f83c0c3-52,test,sequence-20250207-122615-791814-985a04-f976f4e68e1d8ea5f12d566ad9a52abd5568280a85be090f35c154aa9f83c0c3-52,sequence-20250207-122615-791814-985a04-f976f4e68e1d8ea5f12d566ad9a52abd5568280a85be090f35c154aa9f83c0c3-52,sequence-20250207-122615-791814-985a04-f976f4e68e1d8ea5f12d566ad9a52abd5568280a85be090f35c154aa9f83c0c3-52.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250207-122615-791814-985a04-f976f4e68e1d8ea5f12d566ad9a52abd5568280a85be090f35c154aa9f83c0c3-52.npy,256,192,49152,1,0,False,0.0,3858.9019946136978,0.07850956206489457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250207-125256-626000-94f5a2-30e933dd0b1d890829363a417771b8e2f868aa6275e35b0c81eba78d9b52da2a-12,test,sequence-20250207-125256-626000-94f5a2-30e933dd0b1d890829363a417771b8e2f868aa6275e35b0c81eba78d9b52da2a-12,sequence-20250207-125256-626000-94f5a2-30e933dd0b1d890829363a417771b8e2f868aa6275e35b0c81eba78d9b52da2a-12,sequence-20250207-125256-626000-94f5a2-30e933dd0b1d890829363a417771b8e2f868aa6275e35b0c81eba78d9b52da2a-12.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250207-125256-626000-94f5a2-30e933dd0b1d890829363a417771b8e2f868aa6275e35b0c81eba78d9b52da2a-12.npy,256,192,49152,1,0,False,0.0,2554.3576288775657,0.05196853899897391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250207-165557-509630-9852f3-3b0aeafce7d76aea9bc5083e4111a9478262ca484ca61ef311ead15e6aed8cae-5,test,sequence-20250207-165557-509630-9852f3-3b0aeafce7d76aea9bc5083e4111a9478262ca484ca61ef311ead15e6aed8cae-5,sequence-20250207-165557-509630-9852f3-3b0aeafce7d76aea9bc5083e4111a9478262ca484ca61ef311ead15e6aed8cae-5,sequence-20250207-165557-509630-9852f3-3b0aeafce7d76aea9bc5083e4111a9478262ca484ca61ef311ead15e6aed8cae-5.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250207-165557-509630-9852f3-3b0aeafce7d76aea9bc5083e4111a9478262ca484ca61ef311ead15e6aed8cae-5.npy,256,192,49152,1,0,False,0.0,2032.1595306963686,0.04134439149365984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250210-080251-712392-94f5a2-c067ebc14c042e13f057419ea4341ad375ff5e55ce4a92f68a751203c6244354-42,test,sequence-20250210-080251-712392-94f5a2-c067ebc14c042e13f057419ea4341ad375ff5e55ce4a92f68a751203c6244354-42,sequence-20250210-080251-712392-94f5a2-c067ebc14c042e13f057419ea4341ad375ff5e55ce4a92f68a751203c6244354-42,sequence-20250210-080251-712392-94f5a2-c067ebc14c042e13f057419ea4341ad375ff5e55ce4a92f68a751203c6244354-42.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250210-080251-712392-94f5a2-c067ebc14c042e13f057419ea4341ad375ff5e55ce4a92f68a751203c6244354-42.npy,256,192,49152,1,0,False,0.0,2256.0442359228987,0.04589933748215533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250210-081400-314624-94f5a2-10c137646bb81636758440d18fa8eeaa88c741e3fa5d23df1881afb523aab1f0-12,test,sequence-20250210-081400-314624-94f5a2-10c137646bb81636758440d18fa8eeaa88c741e3fa5d23df1881afb523aab1f0-12,sequence-20250210-081400-314624-94f5a2-10c137646bb81636758440d18fa8eeaa88c741e3fa5d23df1881afb523aab1f0-12,sequence-20250210-081400-314624-94f5a2-10c137646bb81636758440d18fa8eeaa88c741e3fa5d23df1881afb523aab1f0-12.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250210-081400-314624-94f5a2-10c137646bb81636758440d18fa8eeaa88c741e3fa5d23df1881afb523aab1f0-12.npy,256,192,49152,1,0,False,0.0,2579.1080085468498,0.05247208676242777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250210-140218-244185-ce33dc-9424b8473f443f4992d3272cd744254b11c083f16f5711d58bf697cd0e496228-22,test,sequence-20250210-140218-244185-ce33dc-9424b8473f443f4992d3272cd744254b11c083f16f5711d58bf697cd0e496228-22,sequence-20250210-140218-244185-ce33dc-9424b8473f443f4992d3272cd744254b11c083f16f5711d58bf697cd0e496228-22,sequence-20250210-140218-244185-ce33dc-9424b8473f443f4992d3272cd744254b11c083f16f5711d58bf697cd0e496228-22.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250210-140218-244185-ce33dc-9424b8473f443f4992d3272cd744254b11c083f16f5711d58bf697cd0e496228-22.npy,256,192,49152,1,0,False,0.0,3689.7593780073803,0.07506834672052776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250210-152407-443545-ce33dc-dae075e83d104cd043df100cf43c33a2fd286ae35b91e4bc12686d2f12782d87-17,test,sequence-20250210-152407-443545-ce33dc-dae075e83d104cd043df100cf43c33a2fd286ae35b91e4bc12686d2f12782d87-17,sequence-20250210-152407-443545-ce33dc-dae075e83d104cd043df100cf43c33a2fd286ae35b91e4bc12686d2f12782d87-17,sequence-20250210-152407-443545-ce33dc-dae075e83d104cd043df100cf43c33a2fd286ae35b91e4bc12686d2f12782d87-17.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250210-152407-443545-ce33dc-dae075e83d104cd043df100cf43c33a2fd286ae35b91e4bc12686d2f12782d87-17.npy,256,192,49152,1,0,False,0.0,2312.342468992123,0.047044727966148336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
test:sequence-20250210-172544-582022-9852f3-ce6b567ff28ba8b2c316f52e2f5a54525bb635c9d121067b2049a588effc3b8e-29,test,sequence-20250210-172544-582022-9852f3-ce6b567ff28ba8b2c316f52e2f5a54525bb635c9d121067b2049a588effc3b8e-29,sequence-20250210-172544-582022-9852f3-ce6b567ff28ba8b2c316f52e2f5a54525bb635c9d121067b2049a588effc3b8e-29,sequence-20250210-172544-582022-9852f3-ce6b567ff28ba8b2c316f52e2f5a54525bb635c9d121067b2049a588effc3b8e-29.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/test/sequence-20250210-172544-582022-9852f3-ce6b567ff28ba8b2c316f52e2f5a54525bb635c9d121067b2049a588effc3b8e-29.npy,256,192,49152,1,0,False,0.0,2086.0679541530126,0.04244116117661565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
